Comunidad autónoma,Grupo,Año,Mes,IPC
Castilla y León,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,101.098
Castilla y León,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,100.967
Castilla y León,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,100.56
Castilla y León,Sanidad,2020,Mayo,102.212
Castilla y León,Sanidad,2020,Abril,102.292
Castilla y León,Sanidad,2020,Marzo,102.25
Castilla y León,Sanidad,2020,Febrero,102.09
Castilla y León,Sanidad,2020,Enero,102.042
Castilla y León,Transporte,2020,Mayo,103.333
Castilla y León,Transporte,2020,Abril,104.131
Castilla y León,Transporte,2020,Marzo,107.636
Castilla y León,Transporte,2020,Febrero,111.239
Castilla y León,Transporte,2020,Enero,112.252
Castilla y León,Comunicaciones,2020,Mayo,105.011
Castilla y León,Comunicaciones,2020,Abril,105.13
Castilla y León,Comunicaciones,2020,Marzo,105.301
Castilla y León,Comunicaciones,2020,Febrero,104.028
Castilla y León,Comunicaciones,2020,Enero,104.038
Castilla y León,Ocio y cultura,2020,Mayo,98.602
Castilla y León,Ocio y cultura,2020,Abril,100.182
Castilla y León,Ocio y cultura,2020,Marzo,99.364
Castilla y León,Ocio y cultura,2020,Febrero,99.692
Castilla y León,Ocio y cultura,2020,Enero,99.294
Castilla y León,Enseñanza,2020,Mayo,100.416
Castilla y León,Enseñanza,2020,Abril,100.416
Castilla y León,Enseñanza,2020,Marzo,100.406
Castilla y León,Enseñanza,2020,Febrero,100.406
Castilla y León,Enseñanza,2020,Enero,100.406
Castilla y León,Restaurantes y hoteles,2020,Mayo,107.942
Castilla y León,Restaurantes y hoteles,2020,Abril,107.356
Castilla y León,Restaurantes y hoteles,2020,Marzo,106.353
Castilla y León,Restaurantes y hoteles,2020,Febrero,106.023
Castilla y León,Restaurantes y hoteles,2020,Enero,105.262
Castilla y León,Otros bienes y servicios ,2020,Mayo,104.099
Castilla y León,Otros bienes y servicios ,2020,Abril,103.893
Castilla y León,Otros bienes y servicios ,2020,Marzo,103.667
Castilla y León,Otros bienes y servicios ,2020,Febrero,103.593
Castilla y León,Otros bienes y servicios ,2020,Enero,103.181
Castilla - La Mancha,Alimentos y bebidas no alcohólicas,2020,Mayo,107.879
Castilla - La Mancha,Alimentos y bebidas no alcohólicas,2020,Abril,108.035
Castilla - La Mancha,Alimentos y bebidas no alcohólicas,2020,Marzo,106.7
Castilla - La Mancha,Alimentos y bebidas no alcohólicas,2020,Febrero,106.511
Castilla - La Mancha,Alimentos y bebidas no alcohólicas,2020,Enero,105.936
Castilla - La Mancha,Bebidas alcohólicas y tabaco,2020,Mayo,104.79
Castilla - La Mancha,Bebidas alcohólicas y tabaco,2020,Abril,104.825
Castilla - La Mancha,Bebidas alcohólicas y tabaco,2020,Marzo,104.651
Castilla - La Mancha,Bebidas alcohólicas y tabaco,2020,Febrero,104.703
Castilla - La Mancha,Bebidas alcohólicas y tabaco,2020,Enero,104.282
Castilla - La Mancha,Vestido y calzado,2020,Mayo,109.22
Castilla - La Mancha,Vestido y calzado,2020,Abril,107.673
Castilla - La Mancha,Vestido y calzado,2020,Marzo,97.579
Castilla - La Mancha,Vestido y calzado,2020,Febrero,92.976
Castilla - La Mancha,Vestido y calzado,2020,Enero,94.873
Castilla - La Mancha,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,96.06
Castilla - La Mancha,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,96.45
Castilla - La Mancha,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,100.21
Castilla - La Mancha,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,103.939
Castilla - La Mancha,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,106.017
Castilla - La Mancha,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,100.227
Castilla - La Mancha,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,100.03
Castilla - La Mancha,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,99.661
Castilla - La Mancha,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,99.597
Castilla - La Mancha,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,99.478
Castilla - La Mancha,Sanidad,2020,Mayo,102.016
Castilla - La Mancha,Sanidad,2020,Abril,101.554
Castilla - La Mancha,Sanidad,2020,Marzo,101.556
Castilla - La Mancha,Sanidad,2020,Febrero,101.552
Castilla - La Mancha,Sanidad,2020,Enero,101.581
Castilla - La Mancha,Transporte,2020,Mayo,101.409
Castilla - La Mancha,Transporte,2020,Abril,102.161
Castilla - La Mancha,Transporte,2020,Marzo,105.884
Castilla - La Mancha,Transporte,2020,Febrero,109.481
Castilla - La Mancha,Transporte,2020,Enero,110.282
Castilla - La Mancha,Comunicaciones,2020,Mayo,105.798
Castilla - La Mancha,Comunicaciones,2020,Abril,105.898
Castilla - La Mancha,Comunicaciones,2020,Marzo,106.069
Castilla - La Mancha,Comunicaciones,2020,Febrero,104.736
Castilla - La Mancha,Comunicaciones,2020,Enero,104.715
Castilla - La Mancha,Ocio y cultura,2020,Mayo,97.15
Castilla - La Mancha,Ocio y cultura,2020,Abril,98.565
Castilla - La Mancha,Ocio y cultura,2020,Marzo,97.919
Castilla - La Mancha,Ocio y cultura,2020,Febrero,98.465
Castilla - La Mancha,Ocio y cultura,2020,Enero,97.916
Castilla - La Mancha,Enseñanza,2020,Mayo,103.966
Castilla - La Mancha,Enseñanza,2020,Abril,103.966
Castilla - La Mancha,Enseñanza,2020,Marzo,103.955
Castilla - La Mancha,Enseñanza,2020,Febrero,103.955
Castilla - La Mancha,Enseñanza,2020,Enero,103.954
Castilla - La Mancha,Restaurantes y hoteles,2020,Mayo,107.802
Castilla - La Mancha,Restaurantes y hoteles,2020,Abril,107.405
Castilla - La Mancha,Restaurantes y hoteles,2020,Marzo,106.579
Castilla - La Mancha,Restaurantes y hoteles,2020,Febrero,106.355
Castilla - La Mancha,Restaurantes y hoteles,2020,Enero,105.643
Castilla - La Mancha,Otros bienes y servicios ,2020,Mayo,104.276
Castilla - La Mancha,Otros bienes y servicios ,2020,Abril,103.86
Castilla - La Mancha,Otros bienes y servicios ,2020,Marzo,103.835
Castilla - La Mancha,Otros bienes y servicios ,2020,Febrero,103.778
Castilla - La Mancha,Otros bienes y servicios ,2020,Enero,103.626
Cataluña,Alimentos y bebidas no alcohólicas,2020,Mayo,108.695
Cataluña,Alimentos y bebidas no alcohólicas,2020,Abril,108.698
Cataluña,Alimentos y bebidas no alcohólicas,2020,Marzo,107.087
Cataluña,Alimentos y bebidas no alcohólicas,2020,Febrero,107.068
Cataluña,Alimentos y bebidas no alcohólicas,2020,Enero,106.74
Cataluña,Bebidas alcohólicas y tabaco,2020,Mayo,105.454
Cataluña,Bebidas alcohólicas y tabaco,2020,Abril,105.405
Cataluña,Bebidas alcohólicas y tabaco,2020,Marzo,105.025
Cataluña,Bebidas alcohólicas y tabaco,2020,Febrero,105.068
Cataluña,Bebidas alcohólicas y tabaco,2020,Enero,104.608
Cataluña,Vestido y calzado,2020,Mayo,110.77
Cataluña,Vestido y calzado,2020,Abril,107.536
Cataluña,Vestido y calzado,2020,Marzo,97.453
Cataluña,Vestido y calzado,2020,Febrero,93.707
Cataluña,Vestido y calzado,2020,Enero,95.821
Cataluña,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,98.996
Cataluña,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,98.963
Cataluña,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,100.723
Cataluña,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,102.526
Cataluña,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,103.673
Cataluña,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,102.745
Cataluña,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,102.419
Cataluña,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,102.144
Cataluña,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,101.887
Cataluña,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,101.867
Cataluña,Sanidad,2020,Mayo,102.916
Cataluña,Sanidad,2020,Abril,102.784
Cataluña,Sanidad,2020,Marzo,102.74
Cataluña,Sanidad,2020,Febrero,102.945
Cataluña,Sanidad,2020,Enero,102.832
Cataluña,Transporte,2020,Mayo,101.591
Cataluña,Transporte,2020,Abril,102.434
Cataluña,Transporte,2020,Marzo,106.149
Cataluña,Transporte,2020,Febrero,109.844
Cataluña,Transporte,2020,Enero,110.784
Cataluña,Comunicaciones,2020,Mayo,104.559
Cataluña,Comunicaciones,2020,Abril,104.688
Cataluña,Comunicaciones,2020,Marzo,104.859
Cataluña,Comunicaciones,2020,Febrero,103.605
Cataluña,Comunicaciones,2020,Enero,103.629
Cataluña,Ocio y cultura,2020,Mayo,99.695
Cataluña,Ocio y cultura,2020,Abril,101.474
Cataluña,Ocio y cultura,2020,Marzo,100.524
Cataluña,Ocio y cultura,2020,Febrero,100.89
Cataluña,Ocio y cultura,2020,Enero,99.659
Cataluña,Enseñanza,2020,Mayo,103.619
Cataluña,Enseñanza,2020,Abril,103.619
Cataluña,Enseñanza,2020,Marzo,103.611
Cataluña,Enseñanza,2020,Febrero,103.611
Cataluña,Enseñanza,2020,Enero,103.617
Cataluña,Restaurantes y hoteles,2020,Mayo,108.626
Cataluña,Restaurantes y hoteles,2020,Abril,108.204
Cataluña,Restaurantes y hoteles,2020,Marzo,107.464
Cataluña,Restaurantes y hoteles,2020,Febrero,106.926
Cataluña,Restaurantes y hoteles,2020,Enero,105.833
Cataluña,Otros bienes y servicios ,2020,Mayo,106.446
Cataluña,Otros bienes y servicios ,2020,Abril,106.312
Cataluña,Otros bienes y servicios ,2020,Marzo,106.007
Cataluña,Otros bienes y servicios ,2020,Febrero,105.964
Cataluña,Otros bienes y servicios ,2020,Enero,105.444
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2020,Mayo,107.333
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2020,Abril,107.102
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2020,Marzo,105.373
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2020,Febrero,105.421
Comunitat Valenciana,Alimentos y bebidas no alcohólicas,2020,Enero,105.006
Comunitat Valenciana,Bebidas alcohólicas y tabaco,2020,Mayo,103.987
Comunitat Valenciana,Bebidas alcohólicas y tabaco,2020,Abril,103.914
Comunitat Valenciana,Bebidas alcohólicas y tabaco,2020,Marzo,103.888
Comunitat Valenciana,Bebidas alcohólicas y tabaco,2020,Febrero,103.933
Comunitat Valenciana,Bebidas alcohólicas y tabaco,2020,Enero,103.687
Comunitat Valenciana,Vestido y calzado,2020,Mayo,111.834
Comunitat Valenciana,Vestido y calzado,2020,Abril,109.026
Comunitat Valenciana,Vestido y calzado,2020,Marzo,96.635
Comunitat Valenciana,Vestido y calzado,2020,Febrero,93.243
Comunitat Valenciana,Vestido y calzado,2020,Enero,94.958
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,97.383
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,97.137
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,99.298
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,101.47
Comunitat Valenciana,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,102.798
Comunitat Valenciana,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,100.578
Comunitat Valenciana,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,100.4
Comunitat Valenciana,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,100.067
Comunitat Valenciana,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,99.724
Comunitat Valenciana,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,99.829
Comunitat Valenciana,Sanidad,2020,Mayo,102.64
Comunitat Valenciana,Sanidad,2020,Abril,102.73
Comunitat Valenciana,Sanidad,2020,Marzo,102.688
Comunitat Valenciana,Sanidad,2020,Febrero,102.577
Comunitat Valenciana,Sanidad,2020,Enero,102.538
Comunitat Valenciana,Transporte,2020,Mayo,100.945
Comunitat Valenciana,Transporte,2020,Abril,101.754
Comunitat Valenciana,Transporte,2020,Marzo,105.37
Comunitat Valenciana,Transporte,2020,Febrero,109.003
Comunitat Valenciana,Transporte,2020,Enero,109.928
Comunitat Valenciana,Comunicaciones,2020,Mayo,103.575
Comunitat Valenciana,Comunicaciones,2020,Abril,103.725
Comunitat Valenciana,Comunicaciones,2020,Marzo,103.897
Comunitat Valenciana,Comunicaciones,2020,Febrero,102.696
Comunitat Valenciana,Comunicaciones,2020,Enero,102.753
Comunitat Valenciana,Ocio y cultura,2020,Mayo,99.466
Comunitat Valenciana,Ocio y cultura,2020,Abril,100.898
Comunitat Valenciana,Ocio y cultura,2020,Marzo,100.007
Comunitat Valenciana,Ocio y cultura,2020,Febrero,100.326
Comunitat Valenciana,Ocio y cultura,2020,Enero,99.962
Comunitat Valenciana,Enseñanza,2020,Mayo,102.325
Comunitat Valenciana,Enseñanza,2020,Abril,102.325
Comunitat Valenciana,Enseñanza,2020,Marzo,102.31
Comunitat Valenciana,Enseñanza,2020,Febrero,102.31
Comunitat Valenciana,Enseñanza,2020,Enero,102.442
Comunitat Valenciana,Restaurantes y hoteles,2020,Mayo,108.047
Comunitat Valenciana,Restaurantes y hoteles,2020,Abril,107.624
Comunitat Valenciana,Restaurantes y hoteles,2020,Marzo,106.996
Comunitat Valenciana,Restaurantes y hoteles,2020,Febrero,106.606
Comunitat Valenciana,Restaurantes y hoteles,2020,Enero,106.114
Comunitat Valenciana,Otros bienes y servicios ,2020,Mayo,104.219
Comunitat Valenciana,Otros bienes y servicios ,2020,Abril,103.846
Comunitat Valenciana,Otros bienes y servicios ,2020,Marzo,103.758
Comunitat Valenciana,Otros bienes y servicios ,2020,Febrero,103.606
Comunitat Valenciana,Otros bienes y servicios ,2020,Enero,103.509
Extremadura,Alimentos y bebidas no alcohólicas,2020,Mayo,106.6
Extremadura,Alimentos y bebidas no alcohólicas,2020,Abril,106.678
Extremadura,Alimentos y bebidas no alcohólicas,2020,Marzo,104.572
Extremadura,Alimentos y bebidas no alcohólicas,2020,Febrero,104.494
Extremadura,Alimentos y bebidas no alcohólicas,2020,Enero,104.163
Extremadura,Bebidas alcohólicas y tabaco,2020,Mayo,104.728
Extremadura,Bebidas alcohólicas y tabaco,2020,Abril,104.503
Extremadura,Bebidas alcohólicas y tabaco,2020,Marzo,104.019
Extremadura,Bebidas alcohólicas y tabaco,2020,Febrero,103.947
Extremadura,Bebidas alcohólicas y tabaco,2020,Enero,103.968
Extremadura,Vestido y calzado,2020,Mayo,109.881
Extremadura,Vestido y calzado,2020,Abril,109.261
Extremadura,Vestido y calzado,2020,Marzo,96.369
Extremadura,Vestido y calzado,2020,Febrero,92.03
Extremadura,Vestido y calzado,2020,Enero,93.344
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,96.94
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,96.752
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,99.029
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,101.244
Extremadura,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,102.585
Extremadura,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,100.473
Extremadura,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,100.351
Extremadura,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,99.924
Extremadura,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,99.67
Extremadura,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,99.506
Extremadura,Sanidad,2020,Mayo,100.927
Extremadura,Sanidad,2020,Abril,100.833
Extremadura,Sanidad,2020,Marzo,100.785
Extremadura,Sanidad,2020,Febrero,100.791
Extremadura,Sanidad,2020,Enero,100.753
Extremadura,Transporte,2020,Mayo,101.531
Extremadura,Transporte,2020,Abril,102.371
Extremadura,Transporte,2020,Marzo,106.027
Extremadura,Transporte,2020,Febrero,109.724
Extremadura,Transporte,2020,Enero,110.652
Extremadura,Comunicaciones,2020,Mayo,104.14
Extremadura,Comunicaciones,2020,Abril,104.278
Extremadura,Comunicaciones,2020,Marzo,104.449
Extremadura,Comunicaciones,2020,Febrero,103.218
Extremadura,Comunicaciones,2020,Enero,103.256
Extremadura,Ocio y cultura,2020,Mayo,98.133
Extremadura,Ocio y cultura,2020,Abril,100.141
Extremadura,Ocio y cultura,2020,Marzo,98.877
Extremadura,Ocio y cultura,2020,Febrero,99.488
Extremadura,Ocio y cultura,2020,Enero,98.87
Extremadura,Enseñanza,2020,Mayo,105.068
Extremadura,Enseñanza,2020,Abril,105.068
Extremadura,Enseñanza,2020,Marzo,105.053
Extremadura,Enseñanza,2020,Febrero,105.053
Extremadura,Enseñanza,2020,Enero,105.053
Extremadura,Restaurantes y hoteles,2020,Mayo,107.99
Extremadura,Restaurantes y hoteles,2020,Abril,107.434
Extremadura,Restaurantes y hoteles,2020,Marzo,106.489
Extremadura,Restaurantes y hoteles,2020,Febrero,106.262
Extremadura,Restaurantes y hoteles,2020,Enero,105.64
Extremadura,Otros bienes y servicios ,2020,Mayo,103.806
Extremadura,Otros bienes y servicios ,2020,Abril,103.177
Extremadura,Otros bienes y servicios ,2020,Marzo,103.534
Extremadura,Otros bienes y servicios ,2020,Febrero,103.179
Extremadura,Otros bienes y servicios ,2020,Enero,103.208
Galicia,Alimentos y bebidas no alcohólicas,2020,Mayo,107.146
Galicia,Alimentos y bebidas no alcohólicas,2020,Abril,107.065
Galicia,Alimentos y bebidas no alcohólicas,2020,Marzo,105.262
Galicia,Alimentos y bebidas no alcohólicas,2020,Febrero,105.103
Galicia,Alimentos y bebidas no alcohólicas,2020,Enero,104.825
Galicia,Bebidas alcohólicas y tabaco,2020,Mayo,105.418
Galicia,Bebidas alcohólicas y tabaco,2020,Abril,105.35
Galicia,Bebidas alcohólicas y tabaco,2020,Marzo,104.851
Galicia,Bebidas alcohólicas y tabaco,2020,Febrero,104.923
Galicia,Bebidas alcohólicas y tabaco,2020,Enero,104.285
Galicia,Vestido y calzado,2020,Mayo,109.021
Galicia,Vestido y calzado,2020,Abril,106.277
Galicia,Vestido y calzado,2020,Marzo,97.32
Galicia,Vestido y calzado,2020,Febrero,93.494
Galicia,Vestido y calzado,2020,Enero,95.11
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,97.688
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,97.85
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,100.627
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,103.298
Galicia,"Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,104.877
Galicia,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,101.883
Galicia,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,101.383
Galicia,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,101.029
Galicia,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,100.759
Galicia,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,100.616
Galicia,Sanidad,2020,Mayo,103.62
Galicia,Sanidad,2020,Abril,103.52
Galicia,Sanidad,2020,Marzo,103.478
Galicia,Sanidad,2020,Febrero,103.426
Galicia,Sanidad,2020,Enero,103.673
Galicia,Transporte,2020,Mayo,100.35
Galicia,Transporte,2020,Abril,101.135
Galicia,Transporte,2020,Marzo,104.744
Galicia,Transporte,2020,Febrero,108.61
Galicia,Transporte,2020,Enero,109.438
Galicia,Comunicaciones,2020,Mayo,104.815
Galicia,Comunicaciones,2020,Abril,104.938
Galicia,Comunicaciones,2020,Marzo,105.109
Galicia,Comunicaciones,2020,Febrero,103.836
Galicia,Comunicaciones,2020,Enero,103.85
Galicia,Ocio y cultura,2020,Mayo,97.891
Galicia,Ocio y cultura,2020,Abril,99.219
Galicia,Ocio y cultura,2020,Marzo,98.651
Galicia,Ocio y cultura,2020,Febrero,98.835
Galicia,Ocio y cultura,2020,Enero,98.13
Galicia,Enseñanza,2020,Mayo,105.383
Galicia,Enseñanza,2020,Abril,105.383
Galicia,Enseñanza,2020,Marzo,105.372
Galicia,Enseñanza,2020,Febrero,105.372
Galicia,Enseñanza,2020,Enero,105.372
Galicia,Restaurantes y hoteles,2020,Mayo,109.301
Galicia,Restaurantes y hoteles,2020,Abril,108.769
Galicia,Restaurantes y hoteles,2020,Marzo,107.959
Galicia,Restaurantes y hoteles,2020,Febrero,107.546
Galicia,Restaurantes y hoteles,2020,Enero,107.315
Galicia,Otros bienes y servicios ,2020,Mayo,103.633
Galicia,Otros bienes y servicios ,2020,Abril,103.552
Galicia,Otros bienes y servicios ,2020,Marzo,103.195
Galicia,Otros bienes y servicios ,2020,Febrero,103.092
Galicia,Otros bienes y servicios ,2020,Enero,102.883
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2020,Mayo,106.322
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2020,Abril,106.616
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2020,Marzo,105.082
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2020,Febrero,104.718
"Madrid, Comunidad de",Alimentos y bebidas no alcohólicas,2020,Enero,104.936
"Madrid, Comunidad de",Bebidas alcohólicas y tabaco,2020,Mayo,105.003
"Madrid, Comunidad de",Bebidas alcohólicas y tabaco,2020,Abril,104.824
"Madrid, Comunidad de",Bebidas alcohólicas y tabaco,2020,Marzo,104.767
"Madrid, Comunidad de",Bebidas alcohólicas y tabaco,2020,Febrero,104.74
"Madrid, Comunidad de",Bebidas alcohólicas y tabaco,2020,Enero,104.367
"Madrid, Comunidad de",Vestido y calzado,2020,Mayo,108.016
"Madrid, Comunidad de",Vestido y calzado,2020,Abril,107.034
"Madrid, Comunidad de",Vestido y calzado,2020,Marzo,99.163
"Madrid, Comunidad de",Vestido y calzado,2020,Febrero,95.146
"Madrid, Comunidad de",Vestido y calzado,2020,Enero,95.818
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Mayo,100.545
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Abril,100.464
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Marzo,101.88
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Febrero,103.157
"Madrid, Comunidad de","Vivienda, agua, electricidad, gas y otros combustibles",2020,Enero,104.154
"Madrid, Comunidad de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Mayo,102.016
"Madrid, Comunidad de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Abril,101.392
"Madrid, Comunidad de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Marzo,100.894
"Madrid, Comunidad de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Febrero,100.585
"Madrid, Comunidad de","Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",2020,Enero,100.447
"Madrid, Comunidad de",Sanidad,2020,Mayo,101.103
"Madrid, Comunidad de",Sanidad,2020,Abril,100.949
"Madrid, Comunidad de",Sanidad,2020,Marzo,100.926
"Madrid, Comunidad de",Sanidad,2020,Febrero,100.945
"Madrid, Comunidad de",Sanidad,2020,Enero,101.533
"Madrid, Comunidad de",Transporte,2020,Mayo,102.668
"Madrid, Comunidad de",Transporte,2020,Abril,103.53
"Madrid, Comunidad de",Transporte,2020,Marzo,106.828
"Madrid, Comunidad de",Transporte,2020,Febrero,109.965
"Madrid, Comunidad de",Transporte,2020,Enero,110.541
"Madrid, Comunidad de",Comunicaciones,2020,Mayo,106.006
"Madrid, Comunidad de",Comunicaciones,2020,Abril,106.101
"Madrid, Comunidad de",Comunicaciones,2020,Marzo,106.272
